0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.230420704259778e-307,3194837.4717205004,3193057.4714785,3076541.102271767,1028845.5470100002,997964.0232093334,8.901089921272242e-307,119646.170928185,6.230597256589081e-307,7.566038813812717e-307,9.346104692662806e-307,1.6911933004493117e-306,1.4242102408143692e-306,1.3351156151679612e-306,8.900711357508115e-308,1.869215505788165e-306,9.34602320812806e-307,8.011053580540754e-307,9.346104692662806e-307,8.901101808101075e-308,1.2238381561150931e-307,8.344230684365457e-308,8.344485327810641e-308,1.2906121011201668e-306
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173191.6380383999,1171411.6379964,795785.2533504225,267336.590745,236661.658646575,0.0,206186.1976407375,0.0,0.0,289652.22408069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205994556350400.0,51496292495232.0,44459458403.52855,66170279.711575195,6105070.0856714295,0.0,31014593042965.633,0.0,0.0,86102143131677.61,68669082657735.02,0.0,50403371252800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770435.016,144777.67365514598,426056.6484976383,142709.1732192385,141359.1731192385,0.0,247299.02734307377,0.0,0.0,369017.35312569083,3.0,0.0,1.0,1770435.016,297862.68251382746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360154.506,306745.49899999995,334016.6742314,119646.170928185,97649.61385333333,0.0,518430.1451363936,0.0,0.0,782117.761780025,0.0,0.0,0.0,1353512.506,49193.80432295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103363807450.00139,25163746038.7625,4428754152.133983,1485501895.2623317,1163824871.3528924,0.0,19806262633.434776,0.0,0.0,35332443570.22102,23376267365.310013,0.0,75473386056.25053,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365054.14061514003,363274.1405731,269752.46336876496,119641.34996499999,102427.712665,0.0,122408.1711644845,0.0,0.0,122346.17112818499,4.0,0.0,2.0,0.0,362774.14056129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989094.7740000002,1987314.7740000002,710544.0503087282,4032517.53052,1451757.1773839172,0.0,495289.49133158755,0.0,0.0,742810.0377521232,0.0,0.0,0.0,1869754.994,788019.73606198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27743324592.3,5176189911.934943,3105796405.2878776,88662.5162,6036082.998036,0.0,7081913852.121282,0.0,0.0,9246847229.70643,19362640671.5,0.0,0.0,27742804889.299995,14423763251.85472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23444971367.002274,7814957484.866969,15629311374.500002,10144168810.0187,175792281.48653,0.0,11131340296.221565,0.0,0.0,20839748196.50121,15629340814.900002,0.0,23444786749.60117,2.0,3.0,15629301374.500002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
