1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,2086.0,0.0,2086.0,2086.0,0.0,0.0,19.0,0.0,0.0,4035.0,0.0,0.0,2086.0,13.0,0.0,0.0,4185.0,4767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,17253.0,0.0,62383.0,126070.0,0.0,0.0,173.0,0.0,0.0,27056.0,0.0,0.0,55770.0,0.0,0.0,0.0,101500.0,177543.0,55770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,130.0,69660.0,0.0,244036.0,247314.0,0.0,0.0,528.0,0.0,0.0,205822.0,0.0,0.0,135124.0,12.0,0.0,0.0,336626.0,492065.0,130574.0,0.0,135124.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,343.0,7736.0,0.0,10066.0,5060.0,0.0,0.0,171.0,0.0,0.0,26809.0,0.0,0.0,5033.0,123.0,0.0,0.0,11615.0,14817.0,0.0,0.0,3511.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,22843.0,141447.0,0.0,0.0,6.0,0.0,0.0,22167.0,0.0,0.0,47154.0,6.0,0.0,0.0,69999.0,117844.0,45698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,5651.0,23315.0,0.0,0.0,86.0,0.0,0.0,5555.0,0.0,0.0,11330.0,0.0,0.0,0.0,16979.0,29021.0,11310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,14386.0,0.0,100702.0,57551.0,0.0,0.0,12.0,0.0,0.0,28758.0,0.0,0.0,86318.0,12.0,0.0,0.0,215806.0,332306.0,115088.0,0.0,86318.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,134999.0,0.0,134954.0,29951.0,0.0,0.0,6.0,0.0,0.0,14379.0,0.0,0.0,135006.0,6.0,0.0,0.0,284990.0,526225.0,239918.0,0.0,134973.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9264.0,9805.0,0.0,9805.0,9805.0,0.0,8794.0,31.0,0.0,0.0,28253.0,0.0,0.0,9805.0,8794.0,0.0,0.0,37636.0,30148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13198.0,0.0,0.0,14459.0,41450.0,0.0,10099.0,352.0,0.0,0.0,24550.0,0.0,0.0,14459.0,10099.0,0.0,0.0,10099.0,2538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,4543.0,9081.0,0.0,0.0,66.0,0.0,0.0,10607.0,0.0,0.0,4544.0,6.0,0.0,0.0,11106.0,13828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,358.0,0.0,0.0,18944.0,10750.0,0.0,0.0,336.0,0.0,0.0,56399.0,0.0,0.0,18944.0,55.0,0.0,0.0,5697.0,6175.0,0.0,0.0,0.0,18944.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,483.0,0.0,0.0,9801.0,4639.0,0.0,0.0,54.0,0.0,0.0,9161.0,0.0,0.0,4901.0,24.0,0.0,0.0,14726.0,16841.0,0.0,0.0,4901.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,2043.0,2043.0,0.0,0.0,12.0,0.0,0.0,1917.0,0.0,0.0,2043.0,12.0,0.0,0.0,4098.0,4799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,16801.0,31718.0,0.0,0.0,19.0,0.0,0.0,31183.0,0.0,0.0,16801.0,6.0,0.0,0.0,6.0,1246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
